Level 1	Level 2	Level 3	Accession	Description	Taxonomy	SC	MW	pI	PepC	SpC	www	
Unclassified			T0T2A6	Elongation factor Tu OS=Veillonella parvula HSIVP1 OX=1316254 GN=tuf PE=3 SV=1	root (No rank) [1]	0.089674	40.185	4.672203063964844	2	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			D6KQK6	Translation elongation factor Tu OS=Veillonella sp. 6_1_27 OX=450749 GN=HMPREF0874_01248 PE=4 SV=1	root (No rank) [1]	0.12	30.042	4.555778503417969	2	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			D6KM36	Translation elongation factor Tu (Fragment) OS=Veillonella sp. 3_1_44 OX=457416 GN=HMPREF0873_01873 PE=4 SV=1	root (No rank) [1]	0.150685	24.206	4.592628479003906	2	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A134BUB2	Putative translation elongation factor Tu (Fragment) OS=Veillonella parvula OX=29466 GN=HMPREF1865_01452 PE=4 SV=1	root (No rank) [1]	0.158654	22.381	4.408912658691406	2	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			D5RDU8	Electron transfer flavoprotein domain protein OS=Fusobacterium nucleatum subsp. nucleatum (strain ATCC 23726 / VPI 4351) OX=525283 GN=etfB PE=4 SV=1	root (No rank) [1]	0.072519	28.526	4.844062805175781	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A0M1VSL5	Uncharacterized protein OS=Fusobacterium nucleatum subsp. vincentii 4_1_13 OX=469606 GN=FSCG_00327 PE=4 SV=1	root (No rank) [1]	0.072519	28.479	5.029487609863281	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A1E9ER29	Electron transfer flavoprotein subunit beta OS=Fusobacterium sp. HMSC064B12 OX=1739279 GN=HMPREF2775_08170 PE=4 SV=1	root (No rank) [1]	0.072519	28.418	5.012077331542969	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			G6C586	Uncharacterized protein OS=Fusobacterium sp. oral taxon 370 str. F0437 OX=861452 GN=HMPREF9093_01732 PE=4 SV=1	root (No rank) [1]	0.072519	28.48	4.961448669433594	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A2C6AY95	Electron transfer flavoprotein subunit beta OS=Fusobacterium nucleatum subsp. polymorphum OX=76857 GN=CA840_08080 PE=4 SV=1	root (No rank) [1]	0.072519	28.595	4.968070983886719	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A2A5QKE6	Electron transfer flavoprotein subunit beta/FixA family protein OS=Fusobacterium nucleatum OX=851 GN=CQA79_06560 PE=4 SV=1	root (No rank) [1]	0.072519	28.51	4.844062805175781	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A2C6AZ80	Electron transfer flavoprotein subunit beta OS=Fusobacterium nucleatum subsp. polymorphum OX=76857 GN=CBG56_03530 PE=4 SV=1	root (No rank) [1]	0.072519	28.476	4.844062805175781	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			C7XN03	Uncharacterized protein OS=Fusobacterium nucleatum subsp. vincentii 3_1_36A2 OX=469604 GN=HMPREF0946_00269 PE=4 SV=1	root (No rank) [1]	0.072519	28.508	4.890312194824219	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A2G9EII7	Electron transfer flavoprotein subunit beta/FixA family protein OS=Fusobacterium periodonticum OX=860 GN=CTM71_07005 PE=4 SV=1	root (No rank) [1]	0.072519	28.553	4.902702331542969	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A2D3PTN0	Electron transfer flavoprotein subunit beta OS=Fusobacterium periodonticum OX=860 GN=CTM98_10425 PE=4 SV=1	root (No rank) [1]	0.072519	28.565	4.844062805175781	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A0S2ZN22	Electron transfer flavoprotein subunit beta OS=Fusobacterium hwasookii ChDC F174 OX=1307442 GN=RN87_07190 PE=4 SV=1	root (No rank) [1]	0.072519	28.424	4.899604797363281	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A2D3NUB9	Electron transfer flavoprotein subunit beta OS=Fusobacterium periodonticum OX=860 GN=CTM72_03720 PE=4 SV=1	root (No rank) [1]	0.072519	28.533	4.890312194824219	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A095WMC8	Electron transfer flavoprotein beta subunit OS=Fusobacterium periodonticum 2_1_31 OX=469599 GN=FSAG_000080 PE=4 SV=1	root (No rank) [1]	0.072519	28.564	4.899604797363281	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A2D3NMJ9	Electron transfer flavoprotein subunit beta OS=Fusobacterium periodonticum OX=860 GN=CTM68_02110 PE=4 SV=1	root (No rank) [1]	0.072519	28.552	5.028953552246094	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			C6JJW4	Electron transfer flavoprotein subunit beta OS=Fusobacterium varium ATCC 27725 OX=469618 GN=etfB PE=4 SV=1	root (No rank) [1]	0.072797	28.39	5.268424987792969	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A250LWL6	Electron transfer flavoprotein subunit beta OS=Fusobacterium varium OX=856 GN=FV113G1_26830 PE=4 SV=1	root (No rank) [1]	0.072797	28.374	5.399696350097656	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			H1PX46	Uncharacterized protein OS=Fusobacterium ulcerans 12-1B OX=457404 GN=HMPREF0402_02989 PE=4 SV=1	root (No rank) [1]	0.072797	28.358	5.409309387207031	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			H0KFW8	Phosphoenolpyruvate carboxykinase (ATP) OS=Aggregatibacter actinomycetemcomitans RhAA1 OX=1089447 GN=pckA PE=3 SV=1	root (No rank) [1]	0.066914	59.064	5.506935119628906	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A1B8T5C0	Phosphoenolpyruvate carboxykinase (ATP) OS=Haemophilus parainfluenzae OX=729 GN=pckA PE=3 SV=1	root (No rank) [1]	0.066914	59.125	5.685523986816406	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A0M3GAT7	Phosphoenolpyruvate carboxykinase (ATP) OS=Haemophilus haemolyticus OX=726 GN=pckA PE=3 SV=1	root (No rank) [1]	0.066914	59.367	5.380149841308594	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			E6KZQ3	Phosphoenolpyruvate carboxykinase (ATP) OS=Aggregatibacter segnis ATCC 33393 OX=888057 GN=pckA PE=3 SV=1	root (No rank) [1]	0.066914	58.963	5.514411926269531	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			F9Q8K8	Phosphoenolpyruvate carboxykinase (ATP) OS=Haemophilus pittmaniae HK 85 OX=1035188 GN=pckA PE=3 SV=1	root (No rank) [1]	0.066914	59.401	5.260520935058594	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A0K9KX46	Phosphoenolpyruvate carboxykinase (ATP) OS=Haemophilus influenzae OX=727 GN=pckA PE=3 SV=1	root (No rank) [1]	0.066914	59.467	5.380149841308594	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A1R0E9U6	Phosphoenolpyruvate carboxykinase (ATP) OS=Haemophilus parainfluenzae OX=729 GN=pckA PE=3 SV=1	root (No rank) [1]	0.066914	59.114	5.614601135253906	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A0N2CVL8	Phosphoenolpyruvate carboxykinase (ATP) OS=Aggregatibacter aphrophilus F0387 OX=679198 GN=pckA PE=3 SV=1	root (No rank) [1]	0.066914	59.048	5.688621520996094	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A0K1MZX6	Phosphoenolpyruvate carboxykinase (ATP) OS=Aggregatibacter aphrophilus OX=732 GN=pckA PE=3 SV=1	root (No rank) [1]	0.066914	59.08	5.688621520996094	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A1B8P8X8	Phosphoenolpyruvate carboxykinase (ATP) OS=Haemophilus haemolyticus OX=726 GN=pckA PE=3 SV=1	root (No rank) [1]	0.066914	59.353	5.311149597167969	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A0M3FX44	Phosphoenolpyruvate carboxykinase (ATP) OS=Haemophilus haemolyticus OX=726 GN=pckA PE=3 SV=1	root (No rank) [1]	0.066914	59.383	5.315422058105469	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			F0ER49	Phosphoenolpyruvate carboxykinase (ATP) OS=Haemophilus parainfluenzae ATCC 33392 OX=888828 GN=pckA PE=3 SV=1	root (No rank) [1]	0.066914	59.151	5.688621520996094	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A1B8QPV2	Phosphoenolpyruvate carboxykinase (ATP) OS=Haemophilus sp. CCUG 66565 OX=1859694 GN=pckA PE=3 SV=1	root (No rank) [1]	0.066914	59.295	5.372993469238281	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A142FZT8	Phosphoenolpyruvate carboxykinase (ATP) OS=Aggregatibacter actinomycetemcomitans OX=714 GN=pckA PE=3 SV=1	root (No rank) [1]	0.066914	59.098	5.513450622558594	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A1S1FTL6	Phosphoenolpyruvate carboxykinase (ATP) OS=Haemophilus sp. HMSC61B11 OX=1608882 GN=pckA PE=3 SV=1	root (No rank) [1]	0.066914	59.17	5.598152160644531	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A1R0E9D6	Phosphoenolpyruvate carboxykinase (ATP) OS=Haemophilus parainfluenzae OX=729 GN=pckA PE=3 SV=1	root (No rank) [1]	0.066914	59.125	5.592277526855469	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A0M1GLE1	Phosphoenolpyruvate carboxykinase (ATP) OS=Haemophilus sp. C1 OX=1661745 GN=pckA PE=3 SV=1	root (No rank) [1]	0.066914	59.367	5.315422058105469	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A1F0UE88	Phosphoenolpyruvate carboxykinase (ATP) OS=Haemophilus sp. HMSC073C03 OX=1739452 GN=pckA PE=3 SV=1	root (No rank) [1]	0.066914	59.114	5.716178894042969	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			U1QLQ9	Phosphoenolpyruvate carboxykinase (ATP) OS=Aggregatibacter sp. oral taxon 458 str. W10330 OX=1321772 GN=pckA PE=3 SV=1	root (No rank) [1]	0.066914	58.963	5.439750671386719	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A112VTQ4	Phosphoenolpyruvate carboxykinase (ATP) OS=Haemophilus influenzae OX=727 GN=pckA PE=3 SV=1	root (No rank) [1]	0.066914	59.421	5.380149841308594	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A1B8QYC9	Phosphoenolpyruvate carboxykinase (ATP) OS=Haemophilus sp. CCUG 60358 OX=1859695 GN=pckA PE=3 SV=1	root (No rank) [1]	0.066914	59.149	5.510673522949219	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A0Y7JFP6	Phosphoenolpyruvate carboxykinase (ATP) OS=Haemophilus influenzae OX=727 GN=pckA PE=3 SV=1	root (No rank) [1]	0.066914	59.439	5.380149841308594	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A1E9E9I6	Oxaloacetate decarboxylase gamma chain OS=Fusobacterium sp. HMSC064B12 OX=1739279 GN=HMPREF2775_01645 PE=3 SV=1	Fusobacterium (Genus) [848]	0.12037	11.864	4.355400085449219	1	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			Q7P5U4	Uncharacterized protein OS=Fusobacterium nucleatum subsp. vincentii ATCC 49256 OX=209882 GN=FNV1352 PE=4 SV=1	Fusobacterium (Genus) [848]	0.178082	8.018	4.501945495605469	1	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A0S2ZRP1	Oxaloacetate decarboxylase gamma chain OS=Fusobacterium nucleatum subsp. polymorphum OX=76857 GN=RN93_01865 PE=3 SV=1	Fusobacterium (Genus) [848]	0.12037	12.007	4.437004089355469	1	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A2G7HC81	Oxaloacetate decarboxylase gamma chain OS=Fusobacterium nucleatum subsp. vincentii OX=155615 GN=CS399_06900 PE=3 SV=1	Fusobacterium (Genus) [848]	0.127451	11.143	4.437004089355469	1	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A2C6B342	Oxaloacetate decarboxylase gamma chain OS=Fusobacterium nucleatum subsp. polymorphum OX=76857 GN=CA840_12465 PE=3 SV=1	Fusobacterium (Genus) [848]	0.127451	11.303	4.437004089355469	1	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			X8H5G7	Oxaloacetate decarboxylase gamma chain OS=Fusobacterium sp. CM22 OX=936563 GN=HMPREF1500_1272 PE=3 SV=1	Fusobacterium (Genus) [848]	0.12037	12.034	4.437004089355469	1	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A2A5QNC3	Oxaloacetate decarboxylase gamma chain OS=Fusobacterium nucleatum OX=851 GN=CQA79_01325 PE=3 SV=1	Fusobacterium (Genus) [848]	0.127451	11.314	4.437004089355469	1	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A246EFZ7	CoA-transferase subunit beta OS=Fusobacterium nucleatum subsp. polymorphum OX=76857 GN=CA836_08205 PE=4 SV=1	root (No rank) [1]	0.116105	29.307	5.871803283691406	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			G6C3T4	Uncharacterized protein OS=Fusobacterium sp. oral taxon 370 str. F0437 OX=861452 GN=HMPREF9093_01227 PE=4 SV=1	root (No rank) [1]	0.116105	29.293	5.871803283691406	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A133P7J7	Glutaconate CoA-transferase subunit B OS=Fusobacterium nucleatum OX=851 GN=HMPREF3221_00476 PE=4 SV=1	root (No rank) [1]	0.116105	29.335	5.871803283691406	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A2D3NT83	CoA-transferase subunit beta OS=Fusobacterium periodonticum OX=860 GN=CTM72_01630 PE=4 SV=1	root (No rank) [1]	0.116105	29.335	5.878105163574219	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A1E9EBB2	Glutaconate CoA-transferase OS=Fusobacterium sp. HMSC064B12 OX=1739279 GN=HMPREF2775_01665 PE=4 SV=1	root (No rank) [1]	0.116105	29.278	5.620368957519531	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A0M4SR17	Glutaconate CoA-transferase OS=Fusobacterium nucleatum subsp. animalis OX=76859 GN=RN98_09715 PE=4 SV=1	root (No rank) [1]	0.116105	29.321	5.871803283691406	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			D4CWV2	Glutaconate CoA-transferase subunit B OS=Fusobacterium periodonticum ATCC 33693 OX=546275 GN=gctB PE=4 SV=1	root (No rank) [1]	0.116105	29.292	5.628273010253906	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			X8H5C7	Glutaconate CoA-transferase subunit B OS=Fusobacterium sp. CM22 OX=936563 GN=gctB PE=4 SV=1	root (No rank) [1]	0.116105	29.348	5.871803283691406	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A2B7YHF4	CoA-transferase subunit beta OS=Fusobacterium nucleatum subsp. polymorphum OX=76857 GN=RN96_09685 PE=4 SV=1	root (No rank) [1]	0.116105	29.279	5.447227478027344	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A2C6CFZ2	CoA-transferase subunit beta OS=Fusobacterium nucleatum subsp. polymorphum OX=76857 GN=CBG56_06020 PE=4 SV=1	root (No rank) [1]	0.116105	29.293	5.871803283691406	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			W1V2D9	Uncharacterized protein OS=Veillonella dispar DORA_11 OX=1403949 GN=Q619_VDC00566G0055 PE=4 SV=1	Veillonella (Genus) [29465]	0.232877	7.594	9.300559997558594	1	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			E4LF66	Uncharacterized protein OS=Veillonella sp. oral taxon 158 str. F0412 OX=879309 GN=HMPREF9199_1863 PE=4 SV=1	Veillonella (Genus) [29465]	0.232877	7.539	8.140159606933594	1	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
