Level 1	Accession	Description	Taxonomy	SC	MW	pI	PepC	SpC	www	
Unclassified	F0FTS7	50S ribosomal protein L19 OS=Streptococcus sanguinis SK678 OX=888819 GN=rplS PE=3 SV=1	root (No rank) [1]	0.204724	14.415	10.816749572753906	2	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	F0I6Z7	50S ribosomal protein L19 OS=Streptococcus sanguinis SK115 OX=888810 GN=argB PE=3 SV=1	root (No rank) [1]	0.20155	14.601	10.816749572753906	2	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2D3PQ71	Adhesion protein FadA OS=Fusobacterium periodonticum OX=860 GN=CTM98_03675 PE=4 SV=1	root (No rank) [1]	0.121212	15.702	5.290748596191406	1	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A095XQU6	Uncharacterized protein OS=Fusobacterium periodonticum 2_1_31 OX=469599 GN=FSAG_001098 PE=4 SV=1	root (No rank) [1]	0.121212	15.732	5.290748596191406	1	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2B7YME5	Electron transfer flavoprotein subunit beta OS=Fusobacterium nucleatum subsp. animalis OX=76859 GN=CI114_01285 PE=4 SV=1	root (No rank) [1]	0.091603	28.547	5.099555969238281	1	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0S2ZN22	Electron transfer flavoprotein subunit beta OS=Fusobacterium hwasookii ChDC F174 OX=1307442 GN=RN87_07190 PE=4 SV=1	root (No rank) [1]	0.091603	28.424	4.899604797363281	1	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A095WMC8	Electron transfer flavoprotein beta subunit OS=Fusobacterium periodonticum 2_1_31 OX=469599 GN=FSAG_000080 PE=4 SV=1	root (No rank) [1]	0.091603	28.564	4.899604797363281	1	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2A5QKE6	Electron transfer flavoprotein subunit beta/FixA family protein OS=Fusobacterium nucleatum OX=851 GN=CQA79_06560 PE=4 SV=1	root (No rank) [1]	0.091603	28.51	4.844062805175781	1	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	G6C586	Uncharacterized protein OS=Fusobacterium sp. oral taxon 370 str. F0437 OX=861452 GN=HMPREF9093_01732 PE=4 SV=1	root (No rank) [1]	0.091603	28.48	4.961448669433594	1	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	D5RDU8	Electron transfer flavoprotein domain protein OS=Fusobacterium nucleatum subsp. nucleatum (strain ATCC 23726 / VPI 4351) OX=525283 GN=etfB PE=4 SV=1	root (No rank) [1]	0.091603	28.526	4.844062805175781	1	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1E9ER29	Electron transfer flavoprotein subunit beta OS=Fusobacterium sp. HMSC064B12 OX=1739279 GN=HMPREF2775_08170 PE=4 SV=1	root (No rank) [1]	0.091603	28.418	5.012077331542969	1	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0M1VSL5	Uncharacterized protein OS=Fusobacterium nucleatum subsp. vincentii 4_1_13 OX=469606 GN=FSCG_00327 PE=4 SV=1	root (No rank) [1]	0.091603	28.479	5.029487609863281	1	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2C6AZ80	Electron transfer flavoprotein subunit beta OS=Fusobacterium nucleatum subsp. polymorphum OX=76857 GN=CBG56_03530 PE=4 SV=1	root (No rank) [1]	0.091603	28.476	4.844062805175781	1	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2D3PTN0	Electron transfer flavoprotein subunit beta OS=Fusobacterium periodonticum OX=860 GN=CTM98_10425 PE=4 SV=1	root (No rank) [1]	0.091603	28.565	4.844062805175781	1	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2D3NUB9	Electron transfer flavoprotein subunit beta OS=Fusobacterium periodonticum OX=860 GN=CTM72_03720 PE=4 SV=1	root (No rank) [1]	0.091603	28.533	4.890312194824219	1	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	U7SST0	Electron transfer flavoprotein beta subunit OS=Fusobacterium nucleatum CTI-5 OX=1316586 GN=HMPREF1766_01366 PE=4 SV=1	root (No rank) [1]	0.091603	28.518	5.192481994628906	1	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2A5QP87	Uncharacterized protein OS=Fusobacterium nucleatum OX=851 GN=CQA79_00595 PE=3 SV=1	Fusobacterium (Genus) [848]	0.108911	20.645	8.707862854003906	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0S1YUU7	Uncharacterized protein OS=Fusobacterium nucleatum subsp. polymorphum OX=76857 GN=RN93_03635 PE=3 SV=1	Fusobacterium (Genus) [848]	0.103774	21.761	9.273429870605469	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	X7RZD8	Uncharacterized protein OS=Fusobacterium nucleatum 13_3C OX=1357398 GN=HMPREF2085_01330 PE=3 SV=1	Fusobacterium (Genus) [848]	0.103774	21.775	9.273429870605469	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	X8I038	OmpA family protein OS=Fusobacterium sp. OBRC1 OX=1032505 GN=HMPREF1501_2273 PE=3 SV=1	Fusobacterium (Genus) [848]	0.103774	21.789	9.299064636230469	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2D3Q0N8	Uncharacterized protein OS=Fusobacterium periodonticum OX=860 GN=CTN00_01975 PE=3 SV=1	root (No rank) [1]	0.108911	20.621	9.162986755371094	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2D3PHE6	Uncharacterized protein OS=Fusobacterium periodonticum OX=860 GN=CTM78_03820 PE=3 SV=1	root (No rank) [1]	0.108911	20.679	8.785087585449219	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2G9EAK3	Uncharacterized protein OS=Fusobacterium periodonticum OX=860 GN=CTM69_06790 PE=3 SV=1	root (No rank) [1]	0.108911	20.607	9.162986755371094	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2G9EJL2	Uncharacterized protein OS=Fusobacterium periodonticum OX=860 GN=CTM68_09790 PE=3 SV=1	root (No rank) [1]	0.108911	20.593	9.127952575683594	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2D3P5D6	Uncharacterized protein OS=Fusobacterium periodonticum OX=860 GN=CTM64_05135 PE=3 SV=1	root (No rank) [1]	0.108911	20.504	9.202079772949219	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2D3PWF2	Uncharacterized protein OS=Fusobacterium periodonticum OX=860 GN=CTM98_07025 PE=3 SV=1	root (No rank) [1]	0.108911	20.531	9.202079772949219	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A095WKJ1	Chemotaxis protein MotB OS=Fusobacterium periodonticum 2_1_31 OX=469599 GN=FSAG_000761 PE=3 SV=1	root (No rank) [1]	0.103774	21.649	9.590126037597656	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	D6LEJ0	OmpA family protein OS=Fusobacterium periodonticum 1_1_41FAA OX=469621 GN=HMPREF0400_00126 PE=3 SV=1	root (No rank) [1]	0.103774	21.674	9.549430847167969	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1A9RJ90	Lysine--tRNA ligase OS=Eikenella corrodens OX=539 GN=lysS PE=3 SV=1	root (No rank) [1]	0.041502	57.527	5.403968811035156	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1A9RNJ8	Lysine--tRNA ligase OS=Eikenella corrodens OX=539 GN=lysS PE=3 SV=1	root (No rank) [1]	0.041502	57.527	5.403968811035156	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	X8I7G0	FAD dependent oxidoreductase OS=Fusobacterium sp. OBRC1 OX=1032505 GN=HMPREF1501_0505 PE=4 SV=1	root (No rank) [1]	0.067227	52.372	5.748756408691406	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2C6BUD5	FAD/NAD(P)-binding oxidoreductase OS=Fusobacterium nucleatum subsp. polymorphum OX=76857 GN=CBG52_02925 PE=4 SV=1	root (No rank) [1]	0.066253	53.278	5.598365783691406	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2C6BHC1	FAD/NAD(P)-binding oxidoreductase OS=Fusobacterium nucleatum subsp. polymorphum OX=76857 GN=CBG54_13465 PE=4 SV=1	root (No rank) [1]	0.067227	52.388	6.111274719238281	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1F0E349	FAD/NAD(P)-binding oxidoreductase OS=Fusobacterium sp. HMSC064B11 OX=1739543 GN=HMPREF3051_02850 PE=4 SV=1	root (No rank) [1]	0.067227	52.35	6.047935485839844	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A241Q462	FAD/NAD(P)-binding oxidoreductase OS=Fusobacterium nucleatum subsp. polymorphum OX=76857 GN=CBG61_11220 PE=4 SV=1	root (No rank) [1]	0.067227	52.444	6.210716247558594	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1Z3CEK3	FAD/NAD(P)-binding oxidoreductase OS=Fusobacterium nucleatum subsp. polymorphum OX=76857 GN=CBG50_01185 PE=4 SV=1	root (No rank) [1]	0.067227	52.42	6.113197326660156	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2C6B6Z2	FAD/NAD(P)-binding oxidoreductase OS=Fusobacterium nucleatum subsp. polymorphum OX=76857 GN=CA836_08130 PE=4 SV=1	root (No rank) [1]	0.067227	52.305	6.267112731933594	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2B7YHV2	FAD/NAD(P)-binding oxidoreductase OS=Fusobacterium nucleatum subsp. polymorphum OX=76857 GN=RN96_09625 PE=4 SV=1	root (No rank) [1]	0.067227	52.418	6.268714904785156	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2C6AN80	FAD/NAD(P)-binding oxidoreductase OS=Fusobacterium nucleatum subsp. polymorphum OX=76857 GN=CBG59_06480 PE=4 SV=1	root (No rank) [1]	0.065306	54.206	5.912712097167969	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0S2ZRX5	FAD/NAD(P)-binding oxidoreductase OS=Fusobacterium nucleatum subsp. polymorphum OX=76857 GN=RN93_01815 PE=4 SV=1	root (No rank) [1]	0.067227	52.337	5.974235534667969	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	W1UUX3	Uncharacterized protein OS=Veillonella dispar DORA_11 OX=1403949 GN=Q619_VDC00584G0001 PE=4 SV=1	root (No rank) [1]	0.072289	28.109	5.573799133300781	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	D1BQD0	Uncharacterized protein OS=Veillonella parvula (strain ATCC 10790 / DSM 2008 / JCM 12972 / Te3) OX=479436 GN=Vpar_0054 PE=4 SV=1	root (No rank) [1]	0.072289	28.141	5.573799133300781	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A100YPH8	Uncharacterized protein OS=Veillonella parvula OX=29466 GN=AT982_03150 PE=4 SV=1	root (No rank) [1]	0.072289	28.143	5.573799133300781	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	D6KPB5	Uncharacterized protein OS=Veillonella sp. 6_1_27 OX=450749 GN=HMPREF0874_00799 PE=4 SV=1	root (No rank) [1]	0.072289	28.159	5.573799133300781	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	D6LGH1	C4-dicarboxylate-binding protein OS=Fusobacterium periodonticum 1_1_41FAA OX=469621 GN=HMPREF0400_00820 PE=4 SV=1	root (No rank) [1]	0.057637	38.781	5.093467712402344	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A095WLD1	Uncharacterized protein OS=Fusobacterium periodonticum 2_1_31 OX=469599 GN=FSAG_000152 PE=4 SV=1	root (No rank) [1]	0.057637	38.725	5.086311340332031	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	D4CVE2	Bacterial extracellular solute-binding protein, family 7 OS=Fusobacterium periodonticum ATCC 33693 OX=546275 GN=FUSPEROL_01384 PE=4 SV=1	root (No rank) [1]	0.057637	38.738	5.033546447753906	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2D3PMK3	C4-dicarboxylate ABC transporter OS=Fusobacterium periodonticum OX=860 GN=CTM92_09960 PE=4 SV=1	root (No rank) [1]	0.057637	38.709	5.079154968261719	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2D3PTI0	C4-dicarboxylate ABC transporter OS=Fusobacterium periodonticum OX=860 GN=CTM98_10145 PE=4 SV=1	root (No rank) [1]	0.057637	38.767	5.093467712402344	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2C6BT55	Uncharacterized protein OS=Fusobacterium nucleatum subsp. polymorphum OX=76857 GN=CBG54_10660 PE=4 SV=1	root (No rank) [1]	0.017073	294.964	5.139396667480469	2	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2C6AXZ5	Uncharacterized protein OS=Fusobacterium nucleatum subsp. polymorphum OX=76857 GN=CA836_04830 PE=4 SV=1	root (No rank) [1]	0.017073	294.795	5.091224670410156	2	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2G9E5G5	Uncharacterized protein OS=Fusobacterium periodonticum OX=860 GN=CTM65_09135 PE=4 SV=1	root (No rank) [1]	0.017073	294.904	5.072212219238281	2	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0G2Z4F5	50S ribosomal protein L19 OS=Streptococcus agalactiae OX=1311 GN=rplS PE=3 SV=1	root (No rank) [1]	0.100719	16.001	11.228187561035156	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0A6S1V1	50S ribosomal protein L19 OS=Streptococcus uberis OX=1349 GN=rplS PE=3 SV=1	root (No rank) [1]	0.121739	13.078	10.931251525878906	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0P6SSF0	50S ribosomal protein L19 OS=Streptococcus phocae OX=119224 GN=rplS PE=3 SV=1	root (No rank) [1]	0.121739	13.133	10.931251525878906	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0E4H5A5	50S ribosomal protein L19 OS=Streptococcus varani OX=1608583 GN=rplS PE=3 SV=1	root (No rank) [1]	0.121739	13.12	10.931251525878906	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A139NM17	50S ribosomal protein L19 OS=Streptococcus sp. DD10 OX=1777878 GN=rplS PE=3 SV=1	root (No rank) [1]	0.121739	13.156	10.931251525878906	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0W7V750	50S ribosomal protein L19 OS=Streptococcus equinus OX=1335 GN=rplS PE=3 SV=1	root (No rank) [1]	0.121739	13.068	10.925910949707031	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1F1A4F7	50S ribosomal protein L19 OS=Streptococcus sp. HMSC061E03 OX=1739421 GN=rplS PE=3 SV=1	root (No rank) [1]	0.121739	13.171	10.931251525878906	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0Z8EHM7	50S ribosomal protein L19 OS=Streptococcus suis OX=1307 GN=rplS PE=3 SV=1	root (No rank) [1]	0.121739	13.136	10.712821960449219	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1G6AC76	50S ribosomal protein L19 OS=Streptococcus henryi OX=439219 GN=rplS PE=3 SV=1	root (No rank) [1]	0.121739	13.166	10.931251525878906	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1Q8E976	50S ribosomal protein L19 OS=Streptococcus acidominimus OX=1326 GN=rplS PE=3 SV=1	root (No rank) [1]	0.121739	13.136	10.931251525878906	1	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2G7HC47	Protein translocase subunit SecA OS=Fusobacterium nucleatum subsp. vincentii OX=155615 GN=secA PE=3 SV=1	root (No rank) [1]	0.036364	100.988	5.409950256347656	2	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2C6C1R6	Protein translocase subunit SecA OS=Fusobacterium nucleatum subsp. polymorphum OX=76857 GN=secA PE=3 SV=1	root (No rank) [1]	0.036364	100.903	5.439323425292969	2	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2A5QJZ0	Protein translocase subunit SecA OS=Fusobacterium nucleatum OX=851 GN=secA PE=3 SV=1	root (No rank) [1]	0.036364	100.753	5.375663757324219	2	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1Z3CK45	Protein translocase subunit SecA OS=Fusobacterium nucleatum subsp. polymorphum OX=76857 GN=secA PE=3 SV=1	root (No rank) [1]	0.036364	100.762	5.348960876464844	2	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2B7YP87	Protein translocase subunit SecA OS=Fusobacterium nucleatum subsp. animalis OX=76859 GN=secA PE=3 SV=1	root (No rank) [1]	0.036364	101.236	5.817543029785156	2	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A133PAY2	Protein translocase subunit SecA OS=Fusobacterium nucleatum OX=851 GN=secA PE=3 SV=1	root (No rank) [1]	0.036364	101.234	5.765953063964844	2	3	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
