Level 1	Accession	Description	Taxonomy	SC	MW	pI	PepC	SpC	www	
Unclassified	A0A134C9P7	Uncharacterized protein OS=Veillonella dispar OX=39778 GN=HMPREF1867_00133 PE=4 SV=1	root (No rank) [1]	0.202128	10.4	6.082542419433594	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2I1THP9	DUF1659 domain-containing protein OS=Veillonella parvula OX=29466 GN=CYK26_05130 PE=4 SV=1	root (No rank) [1]	0.279412	7.516	6.037467956542969	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	D6KPX2	Uncharacterized protein OS=Veillonella sp. 6_1_27 OX=450749 GN=HMPREF0874_01009 PE=4 SV=1	root (No rank) [1]	0.256757	8.105	6.043235778808594	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A100YP55	Uncharacterized protein OS=Veillonella parvula OX=29466 GN=AT982_02210 PE=4 SV=1	root (No rank) [1]	0.279412	7.539	6.248954772949219	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	W1WXZ3	Uncharacterized protein OS=Veillonella sp. DORA_A_3_16_22 OX=1403932 GN=Q620_VSAC00119G0001 PE=4 SV=1	root (No rank) [1]	0.202128	10.257	5.614707946777344	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2C6C3R7	Uncharacterized protein (Fragment) OS=Fusobacterium nucleatum subsp. polymorphum OX=76857 GN=CBG56_11205 PE=4 SV=1	root (No rank) [1]	0.084034	40.546	9.278343200683594	1	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	D6BHC3	Tryptophanase OS=Fusobacterium nucleatum subsp. animalis D11 OX=556264 GN=PSAG_01606 PE=4 SV=1	root (No rank) [1]	0.093578	61.87	5.641090393066406	3	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	D6LHH1	Tryptophan 2,3-dioxygenase OS=Fusobacterium periodonticum 1_1_41FAA OX=469621 GN=HMPREF0400_01179 PE=4 SV=1	root (No rank) [1]	0.093578	62.009	5.518791198730469	3	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1E9EUL0	Tryptophanase OS=Fusobacterium sp. HMSC064B12 OX=1739279 GN=HMPREF2775_02890 PE=4 SV=1	root (No rank) [1]	0.093578	61.937	5.392112731933594	3	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2G7H915	Tryptophanase OS=Fusobacterium nucleatum subsp. vincentii OX=155615 GN=CS399_03710 PE=4 SV=1	root (No rank) [1]	0.093578	61.975	5.436866760253906	3	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	U7T457	Tryptophanase OS=Fusobacterium nucleatum CTI-5 OX=1316586 GN=HMPREF1766_00262 PE=4 SV=1	root (No rank) [1]	0.093578	61.852	5.588432312011719	3	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0S2ZL53	Tryptophanase OS=Fusobacterium hwasookii ChDC F174 OX=1307442 GN=RN87_03445 PE=4 SV=1	root (No rank) [1]	0.093578	61.952	5.443489074707031	3	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2G9E8K6	Tryptophanase OS=Fusobacterium periodonticum OX=860 GN=CTM69_10575 PE=4 SV=1	root (No rank) [1]	0.093578	62.011	5.518791198730469	3	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2D3PFE5	Tryptophanase OS=Fusobacterium periodonticum OX=860 GN=CTM68_07980 PE=4 SV=1	root (No rank) [1]	0.093578	61.997	5.518791198730469	3	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0M4RW42	Tryptophanase OS=Fusobacterium nucleatum subsp. animalis OX=76859 GN=RN98_01330 PE=4 SV=1	root (No rank) [1]	0.093578	61.866	5.588432312011719	3	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	F9EL54	Tryptophan 2,3-dioxygenase OS=Fusobacterium nucleatum subsp. animalis ATCC 51191 OX=997347 GN=HMPREF9094_0658 PE=4 SV=1	root (No rank) [1]	0.093578	61.938	5.504371643066406	3	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0M1VXH5	Uncharacterized protein OS=Fusobacterium nucleatum subsp. vincentii 4_1_13 OX=469606 GN=FSCG_01883 PE=4 SV=1	root (No rank) [1]	0.093578	61.931	5.498924255371094	3	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A101K5G1	Tryptophanase OS=Fusobacterium nucleatum subsp. nucleatum OX=76856 GN=RO03_10595 PE=4 SV=1	root (No rank) [1]	0.093578	61.968	5.519325256347656	3	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2G9E5N9	Tryptophanase OS=Fusobacterium periodonticum OX=860 GN=CTM65_09855 PE=4 SV=1	root (No rank) [1]	0.093578	61.909	5.505226135253906	3	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2C6AX66	Tryptophanase OS=Fusobacterium nucleatum subsp. polymorphum OX=76857 GN=CA840_03705 PE=4 SV=1	root (No rank) [1]	0.093578	61.937	5.570701599121094	3	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A133P1B8	Beta-eliminating lyase OS=Fusobacterium nucleatum OX=851 GN=HMPREF3221_00935 PE=4 SV=1	root (No rank) [1]	0.093578	61.84	5.454597473144531	3	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	R5WYY1	Tryptophanase OS=Fusobacterium sp. CAG:649 OX=1262900 GN=BN748_00458 PE=4 SV=1	root (No rank) [1]	0.093578	61.897	5.521568298339844	3	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	G6C314	Uncharacterized protein OS=Fusobacterium sp. oral taxon 370 str. F0437 OX=861452 GN=HMPREF9093_00955 PE=3 SV=1	root (No rank) [1]	0.068862	36.477	5.819572448730469	1	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2G9EGN9	Glutamate dehydrogenase OS=Fusobacterium periodonticum OX=860 GN=CTM71_06615 PE=3 SV=1	root (No rank) [1]	0.054118	46.533	5.615989685058594	1	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1E9ECX4	Glutamate dehydrogenase OS=Fusobacterium sp. HMSC064B12 OX=1739279 GN=HMPREF2775_09640 PE=3 SV=1	root (No rank) [1]	0.054118	46.497	6.429786682128906	1	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2D3JHJ5	Glutamate dehydrogenase OS=Fusobacterium nucleatum subsp. vincentii OX=155615 GN=CS401_00170 PE=3 SV=1	root (No rank) [1]	0.054118	46.525	6.429893493652344	1	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2C6BUM9	Glutamate dehydrogenase OS=Fusobacterium nucleatum subsp. polymorphum OX=76857 GN=CBG52_06280 PE=3 SV=1	root (No rank) [1]	0.054118	46.401	6.131034851074219	1	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2A5QK23	Glutamate dehydrogenase OS=Fusobacterium nucleatum OX=851 GN=CQA79_07705 PE=3 SV=1	root (No rank) [1]	0.054118	46.367	6.131034851074219	1	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	D5RE87	Glutamate dehydrogenase OS=Fusobacterium nucleatum subsp. nucleatum (strain ATCC 23726 / VPI 4351) OX=525283 GN=gluD PE=3 SV=1	root (No rank) [1]	0.054118	46.43	6.429679870605469	1	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A101K6H1	Glutamate dehydrogenase OS=Fusobacterium nucleatum subsp. nucleatum OX=76856 GN=RO03_01835 PE=3 SV=1	root (No rank) [1]	0.054118	46.446	6.429573059082031	1	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2G9EBS6	Glutamate dehydrogenase OS=Fusobacterium periodonticum OX=860 GN=CTM68_02565 PE=3 SV=1	root (No rank) [1]	0.054118	46.547	5.615989685058594	1	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2C6BHS7	Uncharacterized protein OS=Fusobacterium nucleatum subsp. polymorphum OX=76857 GN=CBG54_02920 PE=4 SV=1	root (No rank) [1]	0.033117	302.011	5.247062683105469	4	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2C6C3N7	Autotransporter domain-containing protein (Fragment) OS=Fusobacterium nucleatum subsp. polymorphum OX=76857 GN=CBG59_13050 PE=4 SV=1	root (No rank) [1]	0.116327	50.888	6.044303894042969	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2D3PTN0	Electron transfer flavoprotein subunit beta OS=Fusobacterium periodonticum OX=860 GN=CTM98_10425 PE=4 SV=1	root (No rank) [1]	0.152672	28.565	4.844062805175781	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2D3NUB9	Electron transfer flavoprotein subunit beta OS=Fusobacterium periodonticum OX=860 GN=CTM72_03720 PE=4 SV=1	root (No rank) [1]	0.152672	28.533	4.890312194824219	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A095WMC8	Electron transfer flavoprotein beta subunit OS=Fusobacterium periodonticum 2_1_31 OX=469599 GN=FSAG_000080 PE=4 SV=1	root (No rank) [1]	0.152672	28.564	4.899604797363281	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2A5QKE6	Electron transfer flavoprotein subunit beta/FixA family protein OS=Fusobacterium nucleatum OX=851 GN=CQA79_06560 PE=4 SV=1	root (No rank) [1]	0.152672	28.51	4.844062805175781	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1E9ER29	Electron transfer flavoprotein subunit beta OS=Fusobacterium sp. HMSC064B12 OX=1739279 GN=HMPREF2775_08170 PE=4 SV=1	root (No rank) [1]	0.152672	28.418	5.012077331542969	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0S2ZN22	Electron transfer flavoprotein subunit beta OS=Fusobacterium hwasookii ChDC F174 OX=1307442 GN=RN87_07190 PE=4 SV=1	root (No rank) [1]	0.152672	28.424	4.899604797363281	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	D5RDU8	Electron transfer flavoprotein domain protein OS=Fusobacterium nucleatum subsp. nucleatum (strain ATCC 23726 / VPI 4351) OX=525283 GN=etfB PE=4 SV=1	root (No rank) [1]	0.152672	28.526	4.844062805175781	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	G6C586	Uncharacterized protein OS=Fusobacterium sp. oral taxon 370 str. F0437 OX=861452 GN=HMPREF9093_01732 PE=4 SV=1	root (No rank) [1]	0.152672	28.48	4.961448669433594	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2C6AZ80	Electron transfer flavoprotein subunit beta OS=Fusobacterium nucleatum subsp. polymorphum OX=76857 GN=CBG56_03530 PE=4 SV=1	root (No rank) [1]	0.152672	28.476	4.844062805175781	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0M1VSL5	Uncharacterized protein OS=Fusobacterium nucleatum subsp. vincentii 4_1_13 OX=469606 GN=FSCG_00327 PE=4 SV=1	root (No rank) [1]	0.152672	28.479	5.029487609863281	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2G9EBF4	Electron transfer flavoprotein subunit alpha/FixB family protein OS=Fusobacterium periodonticum OX=860 GN=CTM69_01800 PE=4 SV=1	root (No rank) [1]	0.079284	42.052	5.525413513183594	2	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2D3PTN2	Electron transfer flavoprotein subunit alpha/FixB family protein OS=Fusobacterium periodonticum OX=860 GN=CTM64_00805 PE=4 SV=1	root (No rank) [1]	0.079284	42.068	5.525413513183594	2	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	K1GIE8	Uncharacterized protein OS=Fusobacterium periodonticum D10 OX=620833 GN=FPOG_00795 PE=4 SV=1	root (No rank) [1]	0.079284	42.067	5.635429382324219	2	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	F5L0X4	Hep/Hag repeat protein OS=Veillonella parvula ACS-068-V-Sch12 OX=768727 GN=HMPREF9323_1027 PE=4 SV=1	Veillonella (Genus) [29465]	0.012531	328.661	6.742424011230469	2	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	W1UV32	Hemagglutinin superfamily OS=Veillonella dispar DORA_11 OX=1403949 GN=Q619_VDC00584G0002 PE=4 SV=1	Veillonella (Genus) [29465]	0.011665	353.109	6.946006774902344	2	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	D6KJ03	Hemagglutinin superfamily OS=Veillonella sp. 3_1_44 OX=457416 GN=HMPREF0873_00756 PE=4 SV=1	Veillonella (Genus) [29465]	0.011665	353.011	7.063285827636719	2	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	D6KPB6	Hemagglutinin superfamily OS=Veillonella sp. 6_1_27 OX=450749 GN=HMPREF0874_00800 PE=4 SV=1	Veillonella (Genus) [29465]	0.011631	353.444	7.348472595214844	2	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A100YPJ3	Hemagglutinin OS=Veillonella parvula OX=29466 GN=AT982_03145 PE=4 SV=1	Veillonella (Genus) [29465]	0.011699	352.197	6.924110412597656	2	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2C6AWR0	NAD(P)-dependent oxidoreductase OS=Fusobacterium nucleatum subsp. polymorphum OX=76857 GN=CA840_05010 PE=3 SV=1	root (No rank) [1]	0.115385	29.082	6.228660583496094	2	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	X8HIE9	KR domain protein OS=Fusobacterium sp. CM22 OX=936563 GN=HMPREF1500_1911 PE=3 SV=1	root (No rank) [1]	0.115385	29.054	6.217338562011719	2	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2C6BDU1	NAD(P)-dependent oxidoreductase OS=Fusobacterium nucleatum subsp. polymorphum OX=76857 GN=CA836_03025 PE=3 SV=1	root (No rank) [1]	0.115385	28.955	5.877998352050781	2	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	D6LH18	Serine 3-dehydrogenase OS=Fusobacterium periodonticum 1_1_41FAA OX=469621 GN=HMPREF0400_01018 PE=3 SV=1	root (No rank) [1]	0.114943	28.838	6.457557678222656	2	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A246EID4	NAD(P)-dependent oxidoreductase OS=Fusobacterium nucleatum subsp. polymorphum OX=76857 GN=CA839_11385 PE=3 SV=1	root (No rank) [1]	0.115385	28.982	7.595741271972656	2	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	X7SAE1	Uncharacterized protein OS=Fusobacterium nucleatum 13_3C OX=1357398 GN=HMPREF2085_00211 PE=3 SV=1	root (No rank) [1]	0.115385	28.927	5.871803283691406	2	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	J8S1M0	Short chain dehydrogenase OS=Fusobacterium hwasookii ChDC F128 OX=1216362 GN=B437_10797 PE=3 SV=1	root (No rank) [1]	0.115385	28.907	5.613426208496094	2	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
