Level 1	Accession	Description	Taxonomy	SC	MW	pI	PepC	SpC	www	
Unclassified	G6C0W9	Uncharacterized protein OS=Fusobacterium sp. oral taxon 370 str. F0437 OX=861452 GN=HMPREF9093_00196 PE=4 SV=1	root (No rank) [1]	0.137725	35.685	7.580894470214844	2	13	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A223AXP5	Phosphate acetyltransferase OS=Fusobacterium sp. oral taxon 203 OX=671211 GN=AXF16_06595 PE=4 SV=1	root (No rank) [1]	0.137725	35.72	6.842613220214844	2	13	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1F0DPY8	Phosphate acetyltransferase OS=Fusobacterium sp. HMSC064B11 OX=1739543 GN=HMPREF3051_11090 PE=4 SV=1	root (No rank) [1]	0.137725	35.771	7.580894470214844	2	13	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A241PZ86	Phosphate acetyltransferase OS=Fusobacterium nucleatum subsp. polymorphum OX=76857 GN=pta PE=4 SV=1	root (No rank) [1]	0.136499	36.128	7.580894470214844	2	13	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2C6A393	Phosphate acetyltransferase OS=Fusobacterium nucleatum subsp. polymorphum OX=76857 GN=pta PE=4 SV=1	root (No rank) [1]	0.136499	36.142	7.580894470214844	2	13	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2C6B1E6	Phosphate acetyltransferase OS=Fusobacterium nucleatum subsp. polymorphum OX=76857 GN=pta PE=4 SV=1	root (No rank) [1]	0.059347	36.156	7.580894470214844	1	12	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0M4RPX1	Phosphotransacetylase OS=Fusobacterium nucleatum subsp. animalis OX=76859 GN=RN98_08245 PE=4 SV=1	root (No rank) [1]	0.05988	35.687	8.199653625488281	1	12	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2B7YV16	Phosphate acetyltransferase OS=Fusobacterium nucleatum subsp. animalis OX=76859 GN=pta PE=4 SV=1	root (No rank) [1]	0.059347	36.044	8.199653625488281	1	12	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A265QFI4	Elongation factor G OS=Aggregatibacter actinomycetemcomitans OX=714 GN=fusA PE=3 SV=1	root (No rank) [1]	0.027143	77.289	5.052024841308594	1	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0K1MZW3	Elongation factor G OS=Aggregatibacter aphrophilus OX=732 GN=fusA PE=3 SV=1	root (No rank) [1]	0.026611	78.915	5.141853332519531	1	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0K9K764	Elongation factor G OS=Haemophilus influenzae OX=727 GN=fusA PE=3 SV=1	root (No rank) [1]	0.027143	77.183	5.018699645996094	1	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	E6KZ75	Elongation factor G OS=Aggregatibacter segnis ATCC 33393 OX=888057 GN=fusA PE=3 SV=1	root (No rank) [1]	0.027143	77.177	5.046257019042969	1	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1B8QYK2	Elongation factor G OS=Haemophilus sp. CCUG 60358 OX=1859695 GN=fusA PE=3 SV=1	root (No rank) [1]	0.027143	77.049	5.031089782714844	1	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1B8T224	Elongation factor G OS=Haemophilus parainfluenzae OX=729 GN=fusA PE=3 SV=1	root (No rank) [1]	0.027143	77.077	5.037391662597656	1	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A142FZR2	Elongation factor G OS=Aggregatibacter actinomycetemcomitans OX=714 GN=fusA PE=3 SV=1	root (No rank) [1]	0.027143	77.259	5.052024841308594	1	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1B8P845	Elongation factor G OS=Haemophilus haemolyticus OX=726 GN=fusA PE=3 SV=1	root (No rank) [1]	0.027143	77.11	5.018699645996094	1	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A110M5R0	Elongation factor G OS=Streptococcus pneumoniae OX=1313 GN=fusA_2 PE=3 SV=1	root (No rank) [1]	0.027143	77.183	5.018699645996094	1	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1V2BYF2	Elongation factor G OS=Haemophilus influenzae OX=727 GN=fusA PE=3 SV=1	root (No rank) [1]	0.027143	77.215	5.018699645996094	1	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1R0E7L5	Elongation factor G OS=Haemophilus parainfluenzae OX=729 GN=fusA PE=3 SV=1	root (No rank) [1]	0.027143	77.008	5.034187316894531	1	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	F9GWP3	Elongation factor G OS=Haemophilus haemolyticus M21127 OX=1028804 GN=fusA PE=3 SV=1	root (No rank) [1]	0.027143	77.138	5.021797180175781	1	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	U1QK26	Elongation factor G OS=Aggregatibacter sp. oral taxon 458 str. W10330 OX=1321772 GN=fusA PE=3 SV=1	root (No rank) [1]	0.027143	77.207	5.049354553222656	1	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	G4A5N0	Elongation factor G OS=Aggregatibacter actinomycetemcomitans serotype e str. SC1083 OX=907488 GN=fusA PE=3 SV=1	root (No rank) [1]	0.027143	77.259	5.049034118652344	1	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A239YYG6	Elongation factor G OS=Haemophilus pittmaniae OX=249188 GN=fusA PE=3 SV=1	root (No rank) [1]	0.027143	77.076	5.034187316894531	1	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	F9H141	Elongation factor G OS=Haemophilus haemolyticus M21621 OX=1028805 GN=fusA PE=3 SV=1	root (No rank) [1]	0.027143	77.14	5.037391662597656	1	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0N2CVI5	Elongation factor G OS=Aggregatibacter aphrophilus F0387 OX=679198 GN=fusA PE=3 SV=1	root (No rank) [1]	0.027143	77.208	5.024360656738281	1	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0D0GYM5	Elongation factor G OS=Haemophilus influenzae OX=727 GN=fusA PE=3 SV=1	root (No rank) [1]	0.027143	77.157	5.018699645996094	1	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0F5F129	Elongation factor G OS=Avibacterium paragallinarum OX=728 GN=fusA PE=3 SV=1	root (No rank) [1]	0.027143	76.967	5.065589904785156	1	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0F5ETV3	Elongation factor G OS=Avibacterium paragallinarum OX=728 GN=fusA PE=3 SV=1	root (No rank) [1]	0.027143	76.978	5.065589904785156	1	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1S1FVS5	Elongation factor G OS=Haemophilus sp. HMSC61B11 OX=1608882 GN=fusA PE=3 SV=1	root (No rank) [1]	0.027143	77.049	5.031089782714844	1	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	F9H7Y8	Elongation factor G OS=Haemophilus haemolyticus M21639 OX=1028806 GN=fusA PE=3 SV=1	root (No rank) [1]	0.027143	77.124	5.018699645996094	1	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0M1GIC1	Elongation factor G OS=Haemophilus sp. C1 OX=1661745 GN=fusA PE=3 SV=1	root (No rank) [1]	0.027143	77.181	5.040596008300781	1	7	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	R5BSG1	Methylmalonyl-CoA mutase N-terminal domain protein OS=Veillonella sp. CAG:933 OX=1262980 GN=BN814_01760 PE=4 SV=1	root (No rank) [1]	0.025547	60.392	5.355155944824219	1	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	E4LBY0	Methylmalonyl-CoA mutase domain protein OS=Veillonella sp. oral taxon 158 str. F0412 OX=879309 GN=HMPREF9199_1292 PE=4 SV=1	root (No rank) [1]	0.025547	60.416	5.124870300292969	1	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2I1TFV8	Methylmalonyl-CoA mutase OS=Veillonella parvula OX=29466 GN=CYK26_07550 PE=4 SV=1	root (No rank) [1]	0.025547	60.385	5.228797912597656	1	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	D1YS71	Methylmalonyl-CoA mutase domain protein OS=Veillonella parvula ATCC 17745 OX=686660 GN=HMPREF1035_1880 PE=4 SV=1	root (No rank) [1]	0.025547	60.316	5.171760559082031	1	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1V0XC72	Methylmalonyl-CoA mutase OS=Veillonella atypica OX=39777 GN=B7L28_06285 PE=4 SV=1	root (No rank) [1]	0.025547	60.398	5.219291687011719	1	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A256WIX5	Methylmalonyl-CoA mutase OS=Bacteroidetes bacterium 4572_77 OX=1972459 GN=B7C24_11825 PE=4 SV=1	root (No rank) [1]	0.02509	62.273	5.215339660644531	1	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A239ZG97	Methylmalonyl-CoA mutase large subunit OS=Veillonella rodentium OX=248315 GN=mutB_1 PE=4 SV=1	root (No rank) [1]	0.025547	60.386	5.176567077636719	1	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A134C1S6	Methylmalonyl-CoA mutase family protein OS=Veillonella parvula OX=29466 GN=HMPREF1865_00710 PE=4 SV=1	root (No rank) [1]	0.025547	60.344	5.171760559082031	1	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	D6KNT7	Putative methylmalonyl-CoA mutase OS=Veillonella sp. 6_1_27 OX=450749 GN=HMPREF0874_00620 PE=4 SV=1	root (No rank) [1]	0.025547	60.33	5.171760559082031	1	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	W3Y624	Methylmalonyl-CoA mutase OS=Veillonella sp. AS16 OX=936589 GN=HMPREF1521_0639 PE=4 SV=1	root (No rank) [1]	0.025547	60.386	5.176567077636719	1	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A134C6N8	Methylmalonyl-CoA mutase family protein OS=Veillonella dispar OX=39778 GN=HMPREF1867_00462 PE=4 SV=1	root (No rank) [1]	0.025547	60.246	5.171760559082031	1	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	F9N3E6	Methylmalonyl-CoA mutase OS=Veillonella sp. oral taxon 780 str. F0422 OX=944564 GN=HMPREF9200_1399 PE=4 SV=1	root (No rank) [1]	0.025547	60.306	5.216621398925781	1	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	K9D4D8	Methylmalonyl-CoA mutase domain-containing protein OS=Veillonella seminalis ACS-216-V-Col6b OX=883156 GN=HMPREF9282_00257 PE=4 SV=1	root (No rank) [1]	0.025547	60.334	5.355155944824219	1	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	W1UQI6	Uncharacterized protein (Fragment) OS=Veillonella sp. DORA_B_18_19_23 OX=1403933 GN=Q621_VSBC00176G0001 PE=4 SV=1	root (No rank) [1]	0.092715	16.479	4.330406188964844	1	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	W1W6Q5	Uncharacterized protein (Fragment) OS=Veillonella sp. DORA_A_3_16_22 OX=1403932 GN=Q620_VSAC01361G0001 PE=4 SV=1	root (No rank) [1]	0.061674	24.748	4.637168884277344	1	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A134CBX8	Methylmalonyl-CoA mutase family protein OS=Veillonella sp. DNF00869 OX=1384081 GN=HMPREF3032_00131 PE=4 SV=1	root (No rank) [1]	0.025408	60.666	5.211921691894531	1	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0S2ZHE3	Uncharacterized protein OS=Fusobacterium hwasookii ChDC F300 OX=1307444 GN=RN97_09250 PE=4 SV=1	root (No rank) [1]	0.195489	13.701	4.487953186035156	1	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A246EJC8	Uncharacterized protein OS=Fusobacterium nucleatum subsp. polymorphum OX=76857 GN=CA839_08260 PE=4 SV=1	root (No rank) [1]	0.213115	12.581	4.330619812011719	1	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0S2ZKU0	Uncharacterized protein OS=Fusobacterium hwasookii ChDC F174 OX=1307442 GN=RN87_03125 PE=4 SV=1	root (No rank) [1]	0.20155	13.389	4.511451721191406	1	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	J8V9H9	Uncharacterized protein OS=Fusobacterium hwasookii ChDC F128 OX=1216362 GN=B437_08803 PE=4 SV=1	root (No rank) [1]	0.195489	13.761	4.472785949707031	1	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A241Q4P8	Uncharacterized protein OS=Fusobacterium nucleatum subsp. polymorphum OX=76857 GN=CA836_06435 PE=4 SV=1	root (No rank) [1]	0.214876	12.426	4.330619812011719	1	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2C6BUC3	Uncharacterized protein OS=Fusobacterium nucleatum subsp. polymorphum OX=76857 GN=CBG54_09145 PE=4 SV=1	root (No rank) [1]	0.213115	12.523	4.330619812011719	1	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2A5QIY1	Uncharacterized protein OS=Fusobacterium nucleatum OX=851 GN=CQA79_10180 PE=4 SV=1	root (No rank) [1]	0.216667	12.325	4.330619812011719	1	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2B7YHC0	Uncharacterized protein OS=Fusobacterium nucleatum subsp. polymorphum OX=76857 GN=RN96_11110 PE=4 SV=1	root (No rank) [1]	0.204724	12.996	4.346534729003906	1	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0D6FEX6	Uncharacterized protein OS=Fusobacterium nucleatum subsp. polymorphum OX=76857 GN=RN93_10655 PE=4 SV=1	root (No rank) [1]	0.2	13.43	4.472785949707031	1	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	X8GUH2	Membrane-bound lysozyme-inhibitor of C-type lysozyme OS=Fusobacterium sp. CM22 OX=936563 GN=HMPREF1500_2467 PE=4 SV=1	root (No rank) [1]	0.19697	13.628	4.472785949707031	1	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2C6B2M1	Uncharacterized protein OS=Fusobacterium nucleatum subsp. polymorphum OX=76857 GN=CA840_01465 PE=4 SV=1	root (No rank) [1]	0.226087	11.856	4.362449645996094	1	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A246EIW0	50S ribosomal protein L5 OS=Fusobacterium nucleatum subsp. polymorphum OX=76857 GN=rplE PE=3 SV=1	root (No rank) [1]	0.196721	20.738	9.404167175292969	3	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A133NUJ8	50S ribosomal protein L5 OS=Fusobacterium nucleatum OX=851 GN=rplE PE=3 SV=1	root (No rank) [1]	0.196721	20.739	9.299171447753906	3	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A1S1MHB8	50S ribosomal protein L5 OS=Fusobacterium nucleatum OX=851 GN=rplE PE=3 SV=1	root (No rank) [1]	0.220859	18.242	9.298957824707031	3	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2D3NWB8	50S ribosomal protein L5 OS=Fusobacterium periodonticum OX=860 GN=rplE PE=3 SV=1	root (No rank) [1]	0.196721	20.724	9.404167175292969	3	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	X8IJN2	50S ribosomal protein L5 OS=Fusobacterium sp. CM1 OX=936561 GN=rplE PE=3 SV=1	root (No rank) [1]	0.196721	20.769	9.299171447753906	3	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A0S2ZVH0	Pyridoxal 5'-phosphate synthase subunit PdxS OS=Fusobacterium nucleatum subsp. polymorphum OX=76857 GN=pdxS PE=3 SV=1	root (No rank) [1]	0.129825	30.924	6.555824279785156	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified	A0A2D3PBX1	Pyridoxal 5'-phosphate synthase subunit PdxS OS=Fusobacterium periodonticum OX=860 GN=pdxS PE=3 SV=1	root (No rank) [1]	0.132143	30.303	5.662986755371094	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
