Level 1	Level 2	Accession	Description	Taxonomy	SC	MW	pI	PepC	SpC	www	
Technical term	Complete proteome	D3HB90	50S ribosomal protein L4 OS=Streptococcus mitis (strain B6) OX=365659 GN=rplD PE=3 SV=1	Streptococcus (Genus) [1301]	0.082126	22.236	9.893363952636719	1	11	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	K0Z1W9	50S ribosomal protein L4 (Fragment) OS=Streptococcus sp. GMD4S OX=1169673 GN=rplD PE=3 SV=1	Streptococcus (Genus) [1301]	0.1	18.176	10.588706970214844	1	11	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	F9PXQ8	50S ribosomal protein L4 OS=Streptococcus infantis SK970 OX=1035189 GN=rplD PE=3 SV=1	Streptococcus (Genus) [1301]	0.082126	22.195	9.987998962402344	1	11	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	F3SKL0	50S ribosomal protein L4 OS=Streptococcus sanguinis SK1087 OX=888824 GN=rplD PE=3 SV=1	Streptococcus (Genus) [1301]	0.082126	22.293	10.032218933105469	1	11	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	I2JA54	50S ribosomal protein L4 OS=Streptococcus sp. SK643 OX=1095727 GN=rplD PE=3 SV=1	Streptococcus (Genus) [1301]	0.082126	22.137	9.987998962402344	1	11	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	U5P8P6	Enolase OS=Streptococcus sp. I-P16 OX=1156433 GN=eno PE=3 SV=1	root (No rank) [1]	0.126728	46.983	4.632362365722656	4	11	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	E1LKY0	Enolase OS=Streptococcus mitis SK564 OX=585203 GN=eno PE=3 SV=1	root (No rank) [1]	0.085253	46.827	4.682991027832031	3	10	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	C8NGI4	Enolase OS=Granulicatella adiacens ATCC 49175 OX=638301 GN=eno PE=3 SV=1	root (No rank) [1]	0.08545	46.858	4.625633239746094	3	10	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	S4DM25	Enolase OS=Enterococcus faecalis 13-SD-W-01 OX=1260356 GN=eno PE=3 SV=1	root (No rank) [1]	0.085648	46.526	4.596366882324219	3	10	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	A8AWA0	Elongation factor Tu OS=Streptococcus gordonii (strain Challis / ATCC 35105 / BCRC 15272 / CH1 / DL1 / V288) OX=467705 GN=tuf PE=3 SV=1	root (No rank) [1]	0.175879	43.983	4.860191345214844	4	9	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	B2IQV2	Elongation factor Tu OS=Streptococcus pneumoniae (strain CGSP14) OX=516950 GN=tuf PE=3 SV=1	root (No rank) [1]	0.173267	44.651	4.834983825683594	4	9	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	B9DRL9	Elongation factor Tu OS=Streptococcus uberis (strain ATCC BAA-854 / 0140J) OX=218495 GN=tuf PE=3 SV=1	root (No rank) [1]	0.175879	43.886	4.925239562988281	4	9	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	B5XKI1	Elongation factor Tu OS=Streptococcus pyogenes serotype M49 (strain NZ131) OX=471876 GN=tuf PE=3 SV=1	root (No rank) [1]	0.175879	43.886	4.886894226074219	4	9	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	D2ERE6	Elongation factor Tu OS=Streptococcus sp. M143 OX=563037 GN=tuf PE=3 SV=1	root (No rank) [1]	0.173267	44.679	4.834983825683594	4	9	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	F5KYF0	Elongation factor Ts OS=Veillonella parvula ACS-068-V-Sch12 OX=768727 GN=tsf PE=3 SV=1	root (No rank) [1]	0.141593	24.818	5.151359558105469	2	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	E1L9M0	Elongation factor Ts OS=Veillonella atypica ACS-134-V-Col7a OX=866778 GN=tsf PE=3 SV=1	root (No rank) [1]	0.141593	24.763	5.151359558105469	2	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	C4FR14	Elongation factor Ts OS=Veillonella dispar ATCC 17748 OX=546273 GN=tsf PE=3 SV=1	root (No rank) [1]	0.141593	24.788	5.159690856933594	2	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	E4LCU2	Elongation factor Ts OS=Veillonella sp. oral taxon 158 str. F0412 OX=879309 GN=tsf PE=3 SV=1	root (No rank) [1]	0.141593	24.744	5.151359558105469	2	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	W1W3X1	Elongation factor Ts (Fragment) OS=Veillonella sp. DORA_A_3_16_22 OX=1403932 GN=Q620_VSAC01285G0001 PE=3 SV=1	root (No rank) [1]	0.15534	22.697	5.129676818847656	2	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	D6KMR4	Elongation factor Ts OS=Veillonella sp. 6_1_27 OX=450749 GN=tsf PE=3 SV=1	root (No rank) [1]	0.141593	24.788	5.151359558105469	2	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	L7YBT3	Elongation factor Tu OS=Blattabacterium sp. (Blatta orientalis) str. Tarazona OX=1072467 GN=tuf PE=3 SV=1	Blattabacterium sp. (Blatta orientalis) str. Tarazona (Subspecies) [1072467]	0.048101	43.739	5.623573303222656	1	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	U2KP19	Elongation factor Tu OS=Streptococcus sobrinus W1703 OX=1227275 GN=tuf PE=3 SV=1	root (No rank) [1]	0.148241	43.704	4.833381652832031	3	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	E3CHK3	Elongation factor Tu OS=Streptococcus downei F0415 OX=904293 GN=tuf PE=3 SV=1	root (No rank) [1]	0.148241	43.704	4.844276428222656	3	8	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	W3Y5W4	Elongation factor Ts OS=Veillonella sp. AS16 OX=936589 GN=tsf PE=3 SV=1	root (No rank) [1]	0.070796	24.703	5.072425842285156	1	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	B9DVS1	Glyceraldehyde-3-phosphate dehydrogenase OS=Streptococcus uberis (strain ATCC BAA-854 / 0140J) OX=218495 GN=plr PE=3 SV=1	root (No rank) [1]	0.116071	35.911	5.252403259277344	2	6	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	T0UJ87	Outer membrane protein A OS=Veillonella parvula HSIVP1 OX=1316254 GN=HSIVP1_1226 PE=3 SV=1	Veillonella (Genus) [29465]	0.092754	37.437	9.086082458496094	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	D6KQX4	Outer membrane protein OprF OS=Veillonella sp. 6_1_27 OX=450749 GN=HMPREF0874_01371 PE=3 SV=1	Veillonella (Genus) [29465]	0.092754	37.422	9.075614929199219	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	D1BL94	OmpA/MotB domain protein OS=Veillonella parvula (strain ATCC 10790 / DSM 2008 / JCM 12972 / Te3) OX=479436 GN=Vpar_0467 PE=3 SV=1	Veillonella (Genus) [29465]	0.092754	37.423	9.086082458496094	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	E8K1K1	Glyceraldehyde-3-phosphate dehydrogenase OS=Streptococcus infantis ATCC 700779 OX=889204 GN=gap PE=3 SV=1	root (No rank) [1]	0.098551	37.057	5.626884460449219	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	F9HFS5	Glyceraldehyde-3-phosphate dehydrogenase OS=Streptococcus sp. oral taxon 056 str. F0418 OX=904294 GN=gap PE=3 SV=1	root (No rank) [1]	0.101493	35.846	5.289894104003906	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	I0SFY0	50S ribosomal protein L20 OS=Streptococcus mitis SK616 OX=1095735 GN=rplT PE=3 SV=1	root (No rank) [1]	0.176471	13.685	10.823265075683594	1	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	A3CNY7	50S ribosomal protein L20 OS=Streptococcus sanguinis (strain SK36) OX=388919 GN=rplT PE=3 SV=1	root (No rank) [1]	0.176471	13.639	10.823265075683594	1	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	C4FQE4	60 kDa chaperonin OS=Veillonella dispar ATCC 17748 OX=546273 GN=groL PE=3 SV=1	root (No rank) [1]	0.068392	57.546	4.874717712402344	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	D1BMV8	60 kDa chaperonin OS=Veillonella parvula (strain ATCC 10790 / DSM 2008 / JCM 12972 / Te3) OX=479436 GN=groL PE=3 SV=1	root (No rank) [1]	0.068392	57.445	4.865638732910156	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	T0SWG4	60 kDa chaperonin OS=Veillonella parvula HSIVP1 OX=1316254 GN=groL PE=3 SV=1	root (No rank) [1]	0.07839	50.482	4.952583312988281	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	D6KN81	60 kDa chaperonin OS=Veillonella sp. 6_1_27 OX=450749 GN=groL PE=3 SV=1	root (No rank) [1]	0.068392	57.432	4.813407897949219	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	W3Y7K7	60 kDa chaperonin OS=Veillonella sp. AS16 OX=936589 GN=groL PE=3 SV=1	root (No rank) [1]	0.068392	57.364	4.760963439941406	2	5	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	W1WD63	Oxidoreductase, 2-nitropropane dioxygenase family protein (Fragment) OS=Veillonella sp. DORA_A_3_16_22 OX=1403932 GN=Q620_VSAC00847G0001 PE=4 SV=1	root (No rank) [1]	0.134328	13.759	9.225364685058594	1	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	S3A0H3	Uncharacterized protein OS=Veillonella sp. HPA0037 OX=1203593 GN=HMPREF1477_00100 PE=4 SV=1	root (No rank) [1]	0.056604	33.223	6.356834411621094	1	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	W1V8Q8	Oxidoreductase, 2-nitropropane dioxygenase family protein (Fragment) OS=Veillonella dispar DORA_11 OX=1403949 GN=Q619_VDC00038G0001 PE=4 SV=1	root (No rank) [1]	0.084112	21.825	5.325355529785156	1	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	D1YMT8	Oxidoreductase, 2-nitropropane dioxygenase family protein OS=Veillonella parvula ATCC 17745 OX=686660 GN=HMPREF1035_1270 PE=4 SV=1	root (No rank) [1]	0.056604	33.198	6.148017883300781	1	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	E1LCE0	Oxidoreductase, 2-nitropropane dioxygenase family protein OS=Veillonella atypica ACS-134-V-Col7a OX=866778 GN=HMPREF9684_1751 PE=4 SV=1	root (No rank) [1]	0.056604	33.193	6.356834411621094	1	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	F5KY06	Oxidoreductase, 2-nitropropane dioxygenase family protein OS=Veillonella parvula ACS-068-V-Sch12 OX=768727 GN=HMPREF9323_0374 PE=4 SV=1	root (No rank) [1]	0.056604	33.19	6.358863830566406	1	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	D6KMD5	Oxidoreductase, 2-nitropropane dioxygenase family OS=Veillonella sp. 6_1_27 OX=450749 GN=HMPREF0874_00099 PE=4 SV=1	root (No rank) [1]	0.056604	33.218	6.358970642089844	1	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	E6KMA2	Pyruvate kinase OS=Streptococcus oralis ATCC 49296 OX=888049 GN=pyk PE=3 SV=1	Streptococcus sanguinis ATCC 49296 (Subspecies) [888049]	0.035928	54.78	5.138114929199219	1	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	D1BPT3	Uncharacterized protein OS=Veillonella parvula (strain ATCC 10790 / DSM 2008 / JCM 12972 / Te3) OX=479436 GN=Vpar_1714 PE=4 SV=1	Veillonella (Genus) [29465]	0.142322	30.361	5.593772888183594	2	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	I2NP51	Glyceraldehyde-3-phosphate dehydrogenase OS=Streptococcus parasanguinis F0449 OX=1095733 GN=gap PE=3 SV=1	root (No rank) [1]	0.050595	35.909	5.358467102050781	1	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	S3B5M3	Glyceraldehyde-3-phosphate dehydrogenase OS=Streptococcus sp. HPH0090 OX=1203590 GN=HMPREF1481_01538 PE=3 SV=1	root (No rank) [1]	0.050595	35.909	5.365516662597656	1	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	E1LI21	Glyceraldehyde-3-phosphate dehydrogenase OS=Streptococcus mitis SK321 OX=585202 GN=gap PE=3 SV=1	root (No rank) [1]	0.050746	35.829	5.388587951660156	1	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	I1ZP68	Glyceraldehyde-3-phosphate dehydrogenase OS=Streptococcus parasanguinis FW213 OX=1114965 GN=gapA PE=3 SV=1	root (No rank) [1]	0.049275	37.083	5.933753967285156	1	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	Q1J8I3	Glyceraldehyde-3-phosphate dehydrogenase OS=Streptococcus pyogenes serotype M4 (strain MGAS10750) OX=370554 GN=plr PE=3 SV=1	root (No rank) [1]	0.049275	37.04	5.573265075683594	1	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	J7M6M6	Glyceraldehyde-3-phosphate dehydrogenase OS=Streptococcus pyogenes M1 476 OX=1207470 GN=plr PE=3 SV=2	root (No rank) [1]	0.049275	37.065	5.708915710449219	1	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	C5NU95	Glyceraldehyde-3-phosphate dehydrogenase OS=Gemella haemolysans ATCC 10379 OX=546270 GN=gap PE=3 SV=1	root (No rank) [1]	0.050746	35.461	5.381645202636719	1	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	M4YYN4	Glyceraldehyde-3-phosphate dehydrogenase OS=Streptococcus dysgalactiae subsp. equisimilis RE378 OX=617121 GN=gapA PE=3 SV=1	root (No rank) [1]	0.049275	37.051	5.708915710449219	1	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	G5K4Y2	Glyceraldehyde-3-phosphate dehydrogenase OS=Streptococcus ictaluri 707-05 OX=764299 GN=gap PE=3 SV=1	root (No rank) [1]	0.050595	35.853	5.244712829589844	1	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	F9E354	Elongation factor Ts OS=Streptococcus sanguinis ATCC 29667 OX=997356 GN=tsf PE=3 SV=1	root (No rank) [1]	0.051873	37.293	4.829536437988281	1	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	J4NLQ8	Elongation factor Ts OS=Streptococcus sp. AS14 OX=936577 GN=tsf PE=3 SV=1	root (No rank) [1]	0.051873	37.297	4.829536437988281	1	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Technical term	Complete proteome	E9FPJ6	Elongation factor Ts OS=Streptococcus sp. M334 OX=563038 GN=tsf PE=3 SV=1	root (No rank) [1]	0.052023	37.226	4.807319641113281	1	4	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
