Level 1	Level 2	Level 3	Accession	Description	Taxonomy	SC	MW	pI	PepC	SpC	www	
Unclassified			A0A139NMK9	Enolase OS=Streptococcus sp. DD10 OX=1777878 GN=eno PE=3 SV=1	root (No rank) [1]	0.110599	46.883	4.625953674316406	3	17	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A0E2Q474	Enolase (Fragment) OS=Streptococcus thermophilus M17PTZA496 OX=1433289 GN=X841_03510 PE=3 SV=1	root (No rank) [1]	0.112412	46.084	4.635459899902344	3	17	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A139MQ08	Enolase OS=Streptococcus sp. DD04 OX=1776578 GN=eno PE=3 SV=1	root (No rank) [1]	0.110599	46.841	4.662910461425781	3	17	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A1S1DEF4	Enolase OS=Streptococcus sp. HMSC066F01 OX=1715134 GN=eno PE=3 SV=1	root (No rank) [1]	0.110599	46.901	4.662910461425781	3	17	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A0N1J3K3	Enolase OS=Streptococcus suis OX=1307 GN=eno PE=3 SV=1	root (No rank) [1]	0.110345	47.096	4.662910461425781	3	17	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A2I2A0F0	Enolase OS=Streptococcus anginosus OX=1328 GN=eno PE=3 SV=1	root (No rank) [1]	0.110599	47.119	4.669105529785156	3	17	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A0Z8HN69	Enolase OS=Streptococcus suis OX=1307 GN=eno PE=3 SV=1	root (No rank) [1]	0.110345	47.08	4.662910461425781	3	17	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			D0RVQ2	Enolase OS=Streptococcus sp. 2_1_36FAA OX=469609 GN=eno PE=3 SV=1	root (No rank) [1]	0.110599	46.927	4.638130187988281	3	17	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A134C1S6	Methylmalonyl-CoA mutase family protein OS=Veillonella parvula OX=29466 GN=HMPREF1865_00710 PE=4 SV=1	root (No rank) [1]	0.089416	60.344	5.171760559082031	3	15	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			D6KNT7	Putative methylmalonyl-CoA mutase OS=Veillonella sp. 6_1_27 OX=450749 GN=HMPREF0874_00620 PE=4 SV=1	root (No rank) [1]	0.089416	60.33	5.171760559082031	3	15	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			W3Y624	Methylmalonyl-CoA mutase OS=Veillonella sp. AS16 OX=936589 GN=HMPREF1521_0639 PE=4 SV=1	root (No rank) [1]	0.089416	60.386	5.176567077636719	3	15	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A134C6N8	Methylmalonyl-CoA mutase family protein OS=Veillonella dispar OX=39778 GN=HMPREF1867_00462 PE=4 SV=1	root (No rank) [1]	0.089416	60.246	5.171760559082031	3	15	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			D1YS71	Methylmalonyl-CoA mutase domain protein OS=Veillonella parvula ATCC 17745 OX=686660 GN=HMPREF1035_1880 PE=4 SV=1	root (No rank) [1]	0.089416	60.316	5.171760559082031	3	15	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			E4LBY0	Methylmalonyl-CoA mutase domain protein OS=Veillonella sp. oral taxon 158 str. F0412 OX=879309 GN=HMPREF9199_1292 PE=4 SV=1	root (No rank) [1]	0.089416	60.416	5.124870300292969	3	15	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A1V0XC72	Methylmalonyl-CoA mutase OS=Veillonella atypica OX=39777 GN=B7L28_06285 PE=4 SV=1	root (No rank) [1]	0.089416	60.398	5.219291687011719	3	15	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A239ZG97	Methylmalonyl-CoA mutase large subunit OS=Veillonella rodentium OX=248315 GN=mutB_1 PE=4 SV=1	root (No rank) [1]	0.089416	60.386	5.176567077636719	3	15	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A2I1TFV8	Methylmalonyl-CoA mutase OS=Veillonella parvula OX=29466 GN=CYK26_07550 PE=4 SV=1	root (No rank) [1]	0.089416	60.385	5.228797912597656	3	15	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A0U0CE57	Enolase OS=Streptococcus pneumoniae OX=1313 GN=eno PE=3 SV=1	root (No rank) [1]	0.184332	47.074	4.662910461425781	4	15	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A1X1KPB8	Enolase OS=Streptococcus mitis OX=28037 GN=eno PE=3 SV=1	root (No rank) [1]	0.184332	47.148	4.700721740722656	4	15	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A242IZ01	Enolase OS=Enterococcus faecium OX=1352 GN=eno PE=3 SV=1	root (No rank) [1]	0.184758	46.881	4.667289733886719	4	15	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			K0GZF7	Eno phosphopyruvate hydratase (Fragment) OS=Streptococcus thermophilus OX=1308 GN=eno PE=4 SV=1	root (No rank) [1]	0.257426	21.313	4.881874084472656	3	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A0T9ACW8	Phosphopyruvate hydratase OS=Streptococcus pneumoniae OX=1313 GN=eno PE=4 SV=1	root (No rank) [1]	0.319018	17.242	5.006523132324219	3	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			G5ITI7	Enolase OS=Enterococcus saccharolyticus 30_1 OX=742813 GN=eno PE=3 SV=1	root (No rank) [1]	0.140878	46.851	4.667289733886719	3	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A0F2DWC3	Enolase OS=Streptococcus infantis OX=68892 GN=eno PE=3 SV=1	root (No rank) [1]	0.119816	46.9	4.598930358886719	3	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A1I1UU46	Enolase OS=Enterococcus casseliflavus OX=37734 GN=eno PE=3 SV=1	root (No rank) [1]	0.120092	46.867	4.667289733886719	3	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A1C2CKC8	Enolase OS=Streptococcus dysgalactiae subsp. equisimilis OX=119602 GN=eno PE=3 SV=1	root (No rank) [1]	0.11954	47.171	4.674446105957031	3	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A1L8MPN9	Enolase OS=Streptococcus bovimastitidis OX=1856638 GN=eno PE=3 SV=1	root (No rank) [1]	0.11954	47.163	4.608329772949219	3	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A1G9AA11	Enolase OS=Enterococcus casseliflavus OX=37734 GN=eno PE=3 SV=1	root (No rank) [1]	0.120092	46.892	4.699012756347656	3	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A0V7YLL4	Enolase OS=Enterococcus faecium OX=1352 GN=eno PE=3 SV=1	root (No rank) [1]	0.12037	46.451	4.607902526855469	3	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A1Y3JD87	Enolase OS=Enterococcus faecium OX=1352 GN=eno PE=3 SV=1	root (No rank) [1]	0.12037	46.572	4.584938049316406	3	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A133CMW8	Enolase OS=Enterococcus faecium OX=1352 GN=eno PE=3 SV=1	root (No rank) [1]	0.12037	46.482	4.607902526855469	3	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			S0JCK0	Enolase OS=Enterococcus saccharolyticus subsp. saccharolyticus ATCC 43076 OX=1139996 GN=eno PE=3 SV=1	root (No rank) [1]	0.140878	46.71	4.605445861816406	3	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			C8NGI4	Enolase OS=Granulicatella adiacens ATCC 49175 OX=638301 GN=eno PE=3 SV=1	root (No rank) [1]	0.120092	46.858	4.625633239746094	3	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A1G1SFA1	Enolase OS=Enterococcus faecalis OX=1351 GN=eno PE=3 SV=1	root (No rank) [1]	0.12037	46.439	4.539222717285156	3	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A0H1UA29	Enolase OS=Streptococcus agalactiae OX=1311 GN=eno PE=3 SV=1	root (No rank) [1]	0.12037	46.482	4.561866760253906	3	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			S4DM25	Enolase OS=Enterococcus faecalis 13-SD-W-01 OX=1260356 GN=eno PE=3 SV=1	root (No rank) [1]	0.12037	46.526	4.596366882324219	3	14	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A139PM64	Ribosome hibernation promoting factor OS=Streptococcus oralis OX=1303 GN=hpf PE=3 SV=1	root (No rank) [1]	0.115385	21.125	5.078300476074219	1	13	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			F3UVW5	Ribosomal subunit interface protein (Fragment) OS=Streptococcus sanguinis SK49 OX=888808 GN=yfiA PE=3 SV=1	root (No rank) [1]	0.117318	20.68	4.986976623535156	1	13	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A139NZZ7	Ribosome hibernation promoting factor OS=Streptococcus oralis OX=1303 GN=hpf PE=3 SV=1	root (No rank) [1]	0.115385	21.083	4.994880676269531	1	13	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A1S1DLD6	Ribosome hibernation promoting factor OS=Streptococcus sp. HMSC066F01 OX=1715134 GN=hpf PE=3 SV=1	root (No rank) [1]	0.115385	21.011	5.067832946777344	1	13	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A0F2CYA0	Ribosome hibernation promoting factor OS=Streptococcus oralis subsp. oralis OX=1891914 GN=hpf PE=3 SV=1	root (No rank) [1]	0.115385	21.156	5.096778869628906	1	13	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A1E8U2V3	Ribosome hibernation promoting factor OS=Streptococcus sp. HMSC071D03 OX=1739341 GN=hpf PE=3 SV=1	root (No rank) [1]	0.116667	20.885	5.057258605957031	1	13	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A1F0BQB7	Ribosome hibernation promoting factor OS=Streptococcus sp. HMSC074B11 OX=1715098 GN=hpf PE=3 SV=1	root (No rank) [1]	0.116667	20.873	4.973838806152344	1	13	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A0F3HP72	Ribosome hibernation promoting factor OS=Streptococcus infantis OX=68892 GN=hpf PE=3 SV=1	root (No rank) [1]	0.116667	20.886	4.973838806152344	1	13	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A081QNH3	Ribosome hibernation promoting factor OS=Streptococcus oralis OX=1303 GN=hpf PE=3 SV=1	root (No rank) [1]	0.115385	21.082	5.078300476074219	1	13	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A1E9ABX5	Ribosome hibernation promoting factor OS=Streptococcus sp. HMSC034E03 OX=1739309 GN=hpf PE=3 SV=1	root (No rank) [1]	0.116667	20.92	4.973838806152344	1	13	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A0B7GSH3	Ribosome hibernation promoting factor OS=Streptococcus sanguinis OX=1305 GN=hpf PE=3 SV=1	root (No rank) [1]	0.116667	20.822	5.075843811035156	1	13	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			E6KJS1	Ribosome hibernation promoting factor OS=Streptococcus oralis ATCC 49296 OX=888049 GN=raiA PE=3 SV=1	root (No rank) [1]	0.115385	21.083	5.078300476074219	1	13	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A0E2UFA7	Enolase OS=Streptococcus parauberis OX=1348 GN=eno PE=3 SV=1	root (No rank) [1]	0.075862	47.23	4.642936706542969	2	13	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			Q8RP81	Enolase OS=Streptococcus agalactiae OX=1311 GN=eno PE=1 SV=1	root (No rank) [1]	0.075342	47.389	4.608329772949219	2	13	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A139NLL1	Enolase OS=Streptococcus sp. DD12 OX=1777880 GN=eno PE=3 SV=1	root (No rank) [1]	0.076389	46.798	4.584617614746094	2	13	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A0E1XGX0	Enolase OS=Streptococcus gallolyticus subsp. gallolyticus TX20005 OX=545774 GN=eno PE=3 SV=1	root (No rank) [1]	0.072848	49.668	4.792366027832031	2	13	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A0U2TUU2	Enolase OS=Streptococcus infantarius OX=102684 GN=eno PE=3 SV=1	root (No rank) [1]	0.076389	47.091	4.712150573730469	2	13	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A0C1K6H9	Enolase OS=Streptococcus constellatus OX=76860 GN=eno PE=3 SV=1	root (No rank) [1]	0.076037	47.119	4.663337707519531	2	13	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A0H1GN41	Enolase OS=Streptococcus agalactiae OX=1311 GN=eno PE=3 SV=1	root (No rank) [1]	0.075862	47.072	4.631294250488281	2	13	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A1A9E010	Enolase OS=Streptococcus agalactiae OX=1311 GN=eno PE=3 SV=1	root (No rank) [1]	0.075862	47.132	4.631294250488281	2	13	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A0A6UNV0	Enolase OS=Streptococcus uberis OX=1349 GN=eno PE=3 SV=1	root (No rank) [1]	0.075862	47.202	4.655647277832031	2	13	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A1G6CR95	Enolase OS=Streptococcus henryi OX=439219 GN=eno PE=3 SV=1	root (No rank) [1]	0.075862	47.029	4.637596130371094	2	13	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A081JGD4	Enolase OS=Streptococcus macedonicus OX=59310 GN=eno PE=3 SV=1	root (No rank) [1]	0.076389	47.133	4.655647277832031	2	13	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			D0BNZ7	Enolase OS=Granulicatella elegans ATCC 700633 OX=626369 GN=eno PE=3 SV=1	root (No rank) [1]	0.076389	46.64	4.645500183105469	2	13	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			W1Q478	Enolase OS=Abiotrophia defectiva ATCC 49176 OX=592010 GN=eno PE=3 SV=1	root (No rank) [1]	0.076389	46.794	4.596260070800781	2	13	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
Unclassified			A0A1Q8REJ0	Enolase OS=Streptococcus sp. 'caviae' OX=1915004 GN=eno PE=3 SV=1	root (No rank) [1]	0.076389	46.804	4.643898010253906	2	13	jar:file:/C:/Data/mpa-portable-1.8.0/mpa-portable-1.8.0.jar!/de/mpa/resources/icons/webresource16.png	
